symbol,pattern,dir,entry_time,entry_price,exit_time,exit_price,lot,pnl_pt,pnl_money,reason,duration_d
USDCHF,1,SELL,2019.10.02 00:00,0.99293,2019.10.03 00:00,0.99699,0.17,-406.0,-63.64,,1.0
USDCHF,1,SELL,2019.10.08 00:00,0.99463,2019.10.10 00:00,0.99607,0.17,-144.0,-23.03,,2.0
USDCHF,0,SELL,2019.10.08 00:00,0.99463,2019.10.10 00:00,0.99607,0.17,-144.0,-23.03,,2.0
USDCHF,1,SELL,2019.10.17 00:00,0.99465,2019.10.28 00:00,0.99445,0.17,20.0,1.72,,11.0
USDCHF,0,SELL,2019.10.17 00:00,0.99465,2019.10.28 00:00,0.99445,0.17,20.0,1.72,,11.0
USDCHF,1,SELL,2019.10.31 00:00,0.98928,2019.11.06 00:00,0.99298,0.17,-370.0,-57.80,,6.0
USDCHF,0,SELL,2019.10.31 00:00,0.98928,2019.11.06 00:00,0.99298,0.17,-370.0,-57.80,,6.0
USDCHF,1,SELL,2019.11.14 00:00,0.98983,2019.11.18 00:02,0.99075,0.17,-92.0,-14.60,,4.0
USDCHF,0,SELL,2019.11.14 00:00,0.98983,2019.11.18 00:02,0.99075,0.17,-92.0,-14.60,,4.0
USDCHF,1,SELL,2019.12.03 00:00,0.99113,2019.12.09 00:01,0.99199,0.17,-86.0,-14.30,,6.0
USDCHF,0,SELL,2019.12.03 00:00,0.99113,2019.12.09 00:01,0.99199,0.17,-86.0,-14.30,,6.0
USDCHF,1,SELL,2019.12.10 00:00,0.98772,2020.03.06 12:21,0.93772,0.17,5000.0,787.18,tp 0.93772,87.5
USDCHF,1,SELL,2020.02.12 00:00,0.97574,2020.03.09 03:49,0.92570,0.16,5004.0,754.07,tp 0.92574,26.2
USDCHF,0,SELL,2020.01.14 00:00,0.97054,2020.03.09 03:50,0.92054,0.17,5000.0,796.13,tp 0.92054,55.2
USDCHF,0,SELL,2020.01.31 00:00,0.96929,2020.03.09 03:50,0.91928,0.17,5001.0,799.61,tp 0.91929,38.2
USDCHF,1,SELL,2020.01.31 00:00,0.96929,2020.03.09 03:50,0.91928,0.17,5001.0,799.61,tp 0.91929,38.2
USDCHF,0,SELL,2020.01.23 00:00,0.96772,2020.03.20 00:00,0.98789,0.17,-2017.0,-334.77,,57.0
USDCHF,0,SELL,2020.04.10 00:00,0.96614,2020.04.24 00:00,0.97615,0.19,-1001.0,-183.30,,14.0
USDCHF,1,SELL,2020.04.08 00:00,0.96964,2020.04.24 00:00,0.97615,0.19,-651.0,-120.81,,16.0
USDCHF,0,SELL,2020.05.27 00:00,0.96555,2020.07.28 16:50,0.91555,0.19,5000.0,872.79,tp 0.91555,62.7
USDCHF,1,SELL,2020.05.27 00:00,0.96555,2020.07.28 16:50,0.91555,0.19,5000.0,872.79,tp 0.91555,62.7
USDCHF,0,SELL,2020.07.01 00:00,0.94716,2020.12.02 15:06,0.89716,0.19,5000.0,850.21,tp 0.89716,154.6
USDCHF,1,SELL,2020.11.25 00:00,0.91113,2021.02.05 00:00,0.90406,0.21,707.0,122.88,,72.0
USDCHF,1,SELL,2020.09.04 00:00,0.90928,2021.02.05 00:00,0.90406,0.21,522.0,71.39,,154.0
USDCHF,1,SELL,2020.08.21 00:00,0.90760,2021.02.05 00:00,0.90406,0.21,354.0,36.06,,168.0
USDCHF,0,SELL,2020.08.21 00:00,0.90760,2021.02.05 00:00,0.90406,0.21,354.0,36.06,,168.0
USDCHF,0,SELL,2020.08.13 00:00,0.91180,2021.02.05 00:00,0.90406,0.21,774.0,115.97,,176.0
USDCHF,0,SELL,2021.02.10 00:00,0.89228,2021.02.24 00:00,0.90522,0.21,-1294.0,-250.06,,14.0
USDCHF,1,SELL,2021.04.07 00:00,0.93076,2021.05.13 00:00,0.90909,0.21,2167.0,407.50,,36.0
USDCHF,0,SELL,2021.04.06 00:00,0.93611,2021.05.13 00:00,0.90909,0.21,2702.0,509.70,,37.0
USDCHF,1,SELL,2021.03.23 00:00,0.92281,2021.05.13 00:00,0.90909,0.21,1372.0,252.50,,51.0
USDCHF,0,SELL,2021.03.23 00:00,0.92281,2021.05.13 00:00,0.90909,0.21,1372.0,252.50,,51.0
USDCHF,1,SELL,2021.03.17 00:00,0.92472,2021.05.13 00:00,0.90909,0.21,1563.0,287.92,,57.0
USDCHF,0,SELL,2021.03.16 00:00,0.92718,2021.05.13 00:00,0.90909,0.21,1809.0,334.81,,58.0
USDCHF,1,SELL,2021.06.16 00:00,0.89823,2021.06.17 00:00,0.90863,0.22,-1040.0,-210.53,,1.0
USDCHF,0,SELL,2021.06.08 00:00,0.89748,2021.06.17 00:00,0.90863,0.23,-1115.0,-237.60,,9.0
USDCHF,0,SELL,2021.06.02 00:00,0.89705,2021.06.17 00:00,0.90863,0.23,-1158.0,-247.94,,15.0
USDCHF,0,SELL,2021.05.21 00:00,0.89719,2021.06.17 00:00,0.90863,0.23,-1144.0,-247.08,,27.0
USDCHF,1,SELL,2021.07.27 00:00,0.91574,2021.08.09 00:04,0.91488,0.22,86.0,14.92,,13.0
USDCHF,0,SELL,2021.07.27 00:00,0.91574,2021.08.09 00:04,0.91488,0.22,86.0,14.92,,13.0
USDCHF,1,SELL,2021.07.15 00:00,0.91430,2021.08.09 00:04,0.91488,0.22,-58.0,-16.51,,25.0
USDCHF,1,SELL,2021.07.09 00:00,0.91496,2021.08.09 00:04,0.91488,0.22,8.0,-4.24,,31.0
USDCHF,0,SELL,2021.07.09 00:00,0.91496,2021.08.09 00:04,0.91488,0.22,8.0,-4.24,,31.0
USDCHF,1,SELL,2021.08.17 00:00,0.91215,2021.08.19 00:00,0.91706,0.22,-491.0,-101.39,,2.0
USDCHF,0,SELL,2021.08.17 00:00,0.91215,2021.08.19 00:00,0.91706,0.22,-491.0,-101.39,,2.0
USDCHF,1,SELL,2021.08.24 00:00,0.91220,2021.08.27 00:00,0.91792,0.21,-572.0,-112.29,,3.0
USDCHF,1,SELL,2021.08.30 00:04,0.91084,2021.08.31 00:00,0.91758,0.21,-674.0,-130.99,,1.0
