datetime,open,high,low,close,median,MA365,MA182,MA121,MA30,MA14,MA7,MA3,dMed%,d365%,d182%,d121%,d30%,d14%,d7%,d3%,a365,a182,a121,a30,a14,a7,a3,aMed,fastAvg,slowAvg,spread,spreadVel,orderScore,s14_30,s7_30,longBelow,longAbove,cluster%,vel%,acc%,vol%,crossMA365,crossMA182,crossMA121,crossMA30,crossMA14,crossMA7,crossMA3,crossMed,MA3_7,MA7_14,MA14_30,MA30_121,MA121_182,MA182_365
2022.10.18 00:00,0.99565,0.99790,0.99189,0.99413,0.98669,0.94764,0.97166,0.96963,0.98669,0.99589,0.99881,0.99849,0.7543,4.9055,2.3122,2.5271,0.7543,-0.1763,-0.4682,-0.4370,1,1,1,1,0,0,0,1,0.99773,0.96298,0.034751,-0.000756,2,1,1,1,0,0.7996,0.2107,0.0122,0.0757,0,0,0,0,-1,0,0,0,0,1,1,1,0,1
2022.10.19 00:00,0.99455,1.00629,0.99277,1.00424,0.98850,0.94798,0.97206,0.97005,0.98850,0.99797,1.00014,0.99810,1.5920,5.9353,3.3106,3.5246,1.5920,0.6283,0.4095,0.6148,1,1,1,1,1,1,1,1,0.99874,0.96336,0.035378,0.000627,2,1,1,1,0,0.8043,0.2072,0.0195,0.0747,0,0,0,0,1,1,1,0,0,1,1,1,0,1
2022.10.20 00:00,1.00315,1.00688,0.99948,1.00310,0.99028,0.94831,0.97242,0.97048,0.99028,0.99923,1.00056,1.00049,1.2949,5.7775,3.1551,3.3616,1.2949,0.3871,0.2535,0.2609,1,1,1,1,1,1,1,1,1.00010,0.96374,0.036360,0.000982,2,1,1,1,0,0.8094,0.2063,0.0253,0.0738,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2022.10.21 00:00,1.00297,1.01479,0.99620,0.99782,0.99169,0.94861,0.97272,0.97090,0.99169,0.99957,0.99905,1.00172,0.6177,5.1873,2.5806,2.7729,0.6177,-0.1753,-0.1227,-0.3893,1,1,1,1,0,0,0,1,1.00011,0.96408,0.036036,-0.000323,2,1,1,1,0,0.8143,0.1802,0.0833,0.0706,0,0,0,0,-1,-1,-1,0,1,0,1,1,0,1
2022.10.24 00:00,0.99545,1.00316,0.99432,1.00058,0.99276,0.94892,0.97301,0.97135,0.99276,0.99965,0.99997,1.00050,0.7874,5.4436,2.8330,3.0090,0.7874,0.0929,0.0606,0.0080,1,1,1,1,1,1,1,1,1.00004,0.96443,0.035612,-0.000425,4,1,1,1,0,0.8193,0.1756,0.1564,0.0593,0,0,0,0,1,1,1,0,1,1,1,1,0,1
2022.10.25 00:00,1.00042,1.00318,0.99396,0.99440,0.99336,0.94922,0.97321,0.97176,0.99336,0.99942,1.00003,0.99760,0.1046,4.7598,2.1772,2.3293,0.1046,-0.5020,-0.5628,-0.3208,1,1,1,1,0,0,0,1,0.99901,0.96473,0.034283,-0.001328,2,1,1,1,0,0.8240,0.1663,0.2040,0.0534,0,0,0,0,-1,-1,-1,0,0,1,1,1,0,1
2022.10.26 00:00,0.99546,0.99621,0.98525,0.98608,0.99304,0.94951,0.97332,0.97211,0.99304,0.99827,0.99640,0.99369,-0.7013,3.8519,1.3108,1.4374,-0.7013,-1.2211,-1.0353,-0.7655,1,1,1,0,0,0,0,0,0.99612,0.96498,0.031139,-0.003144,0,1,1,1,0,0.8283,0.1299,0.4033,0.0645,0,0,0,-1,0,0,0,-1,0,0,1,1,0,1
2022.10.27 00:00,0.98603,0.99283,0.98414,0.99113,0.99054,0.94980,0.97346,0.97250,0.99301,0.99728,0.99400,0.99054,0.0599,4.3515,1.8152,1.9155,-0.1896,-0.6170,-0.2889,0.0599,1,1,1,0,0,0,1,1,0.99394,0.96525,0.028687,-0.002452,0,1,1,1,0,0.8324,0.1070,0.5852,0.0736,0,0,0,0,0,0,1,1,0,0,1,1,0,1
2022.10.28 00:00,0.99111,0.99801,0.98826,0.99602,0.99108,0.95013,0.97360,0.97298,0.99393,0.99634,0.99364,0.99108,0.4988,4.8294,2.3027,2.3685,0.2101,-0.0325,0.2393,0.4988,1,1,1,1,0,1,1,1,0.99369,0.96557,0.028117,-0.000570,0,1,0,1,0,0.8365,0.0908,0.4352,0.0743,0,0,0,1,0,1,0,0,0,0,1,1,0,1
2022.10.31 00:00,0.99533,1.00323,0.99530,1.00144,0.99381,0.95047,0.97378,0.97351,0.99512,0.99689,0.99381,0.99620,0.7673,5.3625,2.8409,2.8689,0.6347,0.4560,0.7673,0.5263,1,1,1,1,1,1,1,1,0.99563,0.96592,0.029716,0.001598,2,1,0,1,0,0.8408,0.0783,0.4017,0.0733,0,0,0,0,1,0,0,0,1,0,1,1,0,1
2022.11.01 00:00,1.00132,1.00202,0.99153,0.99983,0.99490,0.95081,0.97399,0.97397,0.99570,0.99746,0.99490,0.99910,0.4955,5.1555,2.6529,2.6547,0.4148,0.2372,0.4955,0.0734,1,1,1,1,1,1,1,1,0.99715,0.96626,0.030895,0.001179,2,1,0,1,0,0.8452,0.1500,0.0791,0.0715,0,0,0,0,0,0,0,0,1,0,1,1,0,1
2022.11.02 00:00,0.99949,1.00406,0.99105,1.00267,0.99616,0.95116,0.97413,0.97445,0.99616,0.99731,0.99822,1.00131,0.6533,5.4157,2.9299,2.8959,0.6533,0.5377,0.4460,0.1355,1,1,1,1,1,1,1,1,0.99895,0.96658,0.032367,0.001472,6,1,1,1,0,0.8496,0.1829,0.0129,0.0706,0,0,0,0,0,0,0,0,1,1,1,1,1,1
2022.11.03 00:00,1.00253,1.01476,1.00036,1.01321,0.99770,0.95155,0.97432,0.97497,0.99770,0.99832,1.00263,1.00524,1.5547,6.4801,3.9914,3.9227,1.5547,1.4917,1.0548,0.7932,1,1,1,1,1,1,1,1,1.00206,0.96694,0.035118,0.002751,6,1,1,1,0,0.8542,0.2533,0.1971,0.0667,0,0,0,0,0,0,0,0,1,1,1,1,1,1
2022.11.04 00:00,1.01320,1.01444,0.99316,0.99429,0.99796,0.95186,0.97433,0.97523,0.99819,0.99796,1.00229,1.00339,-0.3682,4.4574,2.0490,1.9540,-0.3911,-0.3682,-0.7980,-0.9069,1,1,1,0,0,0,0,0,1.00121,0.96714,0.034074,-0.001044,4,0,1,1,0,0.8583,0.2322,0.2042,0.0657,0,0,0,-1,-1,-1,-1,-1,1,1,0,1,1,1
2022.11.07 00:00,0.99821,0.99849,0.98751,0.98823,0.99673,0.95216,0.97427,0.97540,0.99809,0.99673,0.99965,0.99858,-0.8528,3.7883,1.4330,1.3154,-0.9881,-0.8528,-1.1420,-1.0361,1,1,1,0,0,0,0,0,0.99832,0.96728,0.031042,-0.003032,2,0,1,1,0,0.8618,0.1940,0.0611,0.0697,0,0,0,0,0,0,0,0,0,1,0,1,1,1
2022.11.08 00:00,0.98830,0.99268,0.98367,0.98563,0.98938,0.95242,0.97420,0.97551,0.99769,0.99585,0.99681,0.98938,-0.3794,3.4869,1.1728,1.0378,-1.2090,-1.0266,-1.1212,-0.3794,1,1,1,0,0,0,0,0,0.99401,0.96738,0.026637,-0.004404,2,0,0,1,0,0.8649,0.1573,0.0349,0.0702,0,0,0,0,0,0,0,0,0,1,0,1,1,1
2022.11.09 00:00,0.98528,0.98740,0.98002,0.98409,0.98598,0.95266,0.97406,0.97552,0.99698,0.99565,0.99309,0.98598,-0.1920,3.2987,1.0295,0.8785,-1.2928,-1.1614,-0.9063,-0.1920,1,1,1,0,0,0,0,0,0.99158,0.96742,0.024160,-0.002477,0,0,0,1,0,0.8675,0.0069,0.1311,0.0711,0,0,0,0,0,0,0,0,0,0,0,1,1,1
