datetime,open,high,low,close,median,MA365,MA182,MA121,MA30,MA14,MA7,MA3,dMed%,d365%,d182%,d121%,d30%,d14%,d7%,d3%,a365,a182,a121,a30,a14,a7,a3,aMed,fastAvg,slowAvg,spread,spreadVel,orderScore,s14_30,s7_30,longBelow,longAbove,cluster%,vel%,acc%,vol%,cluPct,velPct,accPct,volPct,crossMA365,crossMA182,crossMA121,crossMA30,crossMA14,crossMA7,crossMA3,crossMed,MA3_7,MA7_14,MA14_30,MA30_121,MA121_182,MA182_365
2010.01.15 00:00,1.63368,1.63536,1.62096,1.62627,1.62302,1.57191,1.63612,1.62960,1.60962,1.61178,1.62302,1.62901,0.2001,3.4583,-0.6017,-0.2043,1.0344,0.8987,0.2001,-0.1684,1,0,0,1,1,1,0,1,1.62127,1.61254,0.008732,0.003016,2,1,1,0,0,0.8926,0.1827,0.6824,0.0727,0.016,0.218,0.921,0.440,0,0,-1,0,0,0,-1,0,1,1,1,0,0,1
2010.01.18 00:00,1.62700,1.63775,1.62497,1.63462,1.62768,1.57253,1.63604,1.62944,1.60998,1.61437,1.62768,1.63151,0.4261,3.9483,-0.0869,0.3180,1.5305,1.2544,0.4261,0.1904,1,0,1,1,1,1,1,1,1.62452,1.61267,0.011852,0.003119,2,1,1,0,0,0.8787,0.1990,0.6467,0.0739,0.012,0.238,0.905,0.468,0,0,1,0,0,0,1,0,1,1,1,0,0,1
2010.01.19 00:00,1.63466,1.64561,1.63114,1.63614,1.62930,1.57330,1.63606,1.62930,1.61013,1.61813,1.63156,1.63234,0.4199,3.9945,0.0047,0.4199,1.6152,1.1128,0.2807,0.2326,1,1,1,1,1,1,1,1,1.62735,1.61289,0.014460,0.002608,2,1,1,0,0,0.8628,0.2142,0.5401,0.0736,0.008,0.258,0.877,0.460,0,1,0,0,0,0,0,0,1,1,1,0,0,1
2010.01.20 00:00,1.63619,1.63695,1.62433,1.62960,1.62913,1.57423,1.63587,1.62913,1.61074,1.62102,1.63206,1.63345,0.0291,3.5172,-0.3833,0.0291,1.1707,0.5295,-0.1505,-0.2359,1,0,1,1,1,0,0,1,1.62884,1.61308,0.015766,0.001307,2,1,1,0,0,0.8364,0.2304,0.0912,0.0775,0.004,0.286,0.456,0.528,0,-1,0,0,0,-1,-1,0,1,1,1,0,0,1
2010.01.21 00:00,1.62957,1.63107,1.61247,1.61948,1.62841,1.57507,1.63567,1.62904,1.61092,1.62371,1.62922,1.62841,-0.5482,2.8195,-0.9900,-0.5868,0.5313,-0.2603,-0.5980,-0.5482,1,0,0,1,0,0,0,0,1.62711,1.61326,0.013851,-0.001916,0,1,1,0,0,0.7390,0.1577,0.0693,0.0794,0.004,0.202,0.397,0.560,0,0,-1,0,-1,0,0,-1,0,1,1,0,0,1
2010.01.22 00:00,1.61943,1.62828,1.60777,1.61121,1.62462,1.57593,1.63540,1.62893,1.61121,1.62462,1.62621,1.62010,-0.8252,2.2386,-1.4794,-1.0878,-0.0001,-0.8252,-0.9224,-0.5485,1,0,0,0,0,0,0,0,1.62364,1.61342,0.010219,-0.003632,0,1,1,0,0,0.7325,0.0989,0.0737,0.0767,0.004,0.151,0.417,0.524,0,0,0,-1,0,0,0,0,0,1,1,0,0,1
2010.01.25 00:00,1.61060,1.62586,1.60956,1.62453,1.62419,1.57688,1.63522,1.62881,1.61251,1.62594,1.62419,1.61841,0.0208,3.0221,-0.6537,-0.2625,0.7455,-0.0866,0.0208,0.3784,1,0,0,1,0,1,1,1,1.62285,1.61363,0.009212,-0.001007,-2,1,1,0,0,0.7227,-0.0388,-0.0160,0.0713,0.004,0.056,0.071,0.425,0,0,0,1,0,1,1,1,0,0,1,0,0,1
2010.01.26 00:00,1.62454,1.62672,1.60927,1.61496,1.61996,1.57770,1.63501,1.62860,1.61338,1.62576,1.61996,1.61690,-0.3084,2.3615,-1.2262,-0.8377,0.0980,-0.6642,-0.3084,-0.1200,1,0,0,1,0,0,0,0,1.62087,1.61377,0.007100,-0.002112,-2,1,1,0,0,0.7177,-0.0428,-0.0557,0.0640,0.004,0.063,0.306,0.321,0,0,0,0,0,-1,-1,-1,0,0,1,0,0,1
2010.01.27 00:00,1.61493,1.62432,1.61068,1.61770,1.61906,1.57848,1.63477,1.62874,1.61443,1.62482,1.61758,1.61906,-0.0842,2.4845,-1.0440,-0.6776,0.2025,-0.4380,0.0077,-0.0842,1,0,0,1,0,1,0,0,1.62049,1.61400,0.006490,-0.000610,0,1,1,0,0,0.6867,-0.0239,-0.0455,0.0510,0.004,0.036,0.218,0.198,0,0,0,0,0,1,0,0,1,0,1,0,0,1
2010.01.28 00:00,1.61766,1.62746,1.61121,1.61231,1.61614,1.57921,1.63453,1.62894,1.61500,1.62268,1.61614,1.61499,-0.2371,2.0961,-1.3596,-1.0207,-0.1665,-0.6392,-0.2371,-0.1659,1,0,0,0,0,0,0,0,1.61794,1.61423,0.003712,-0.002778,-2,1,1,0,0,0.6802,-0.0631,-0.0352,0.0350,0.004,0.115,0.163,0.040,0,0,0,-1,0,-1,0,0,0,0,1,0,0,1
2010.01.29 00:00,1.61230,1.61782,1.59781,1.59827,1.61537,1.57986,1.63424,1.62906,1.61537,1.61988,1.61355,1.60943,-1.0589,1.1651,-2.2008,-1.8898,-1.0589,-1.3342,-0.9472,-0.6932,1,0,0,0,0,0,0,0,1.61429,1.61439,-0.000098,-0.003810,-2,1,0,0,0,0.7104,-0.0714,-0.0280,0.0301,0.012,0.139,0.127,0.020,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2010.02.01 00:00,1.59464,1.59777,1.58500,1.59628,1.61488,1.58041,1.63383,1.62906,1.61488,1.61605,1.60790,1.60229,-1.1518,1.0040,-2.2982,-2.0122,-1.1518,-1.2232,-0.7229,-0.3749,1,0,0,0,0,0,0,0,1.60875,1.61443,-0.005688,-0.005590,-2,1,0,0,0,0.7814,-0.0850,-0.0513,0.0296,0.032,0.159,0.266,0.020,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2010.02.02 00:00,1.59634,1.59937,1.59026,1.59765,1.61220,1.58109,1.63326,1.62903,1.61412,1.61220,1.60444,1.59740,-0.9024,1.0475,-2.1805,-1.9261,-1.0203,-0.9024,-0.4233,0.0157,1,0,0,0,0,0,1,0,1.60468,1.61446,-0.009779,-0.004091,-4,0,0,0,0,0.8283,-0.1067,-0.1556,0.0346,0.036,0.183,0.627,0.048,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2010.02.03 00:00,1.59758,1.60681,1.58760,1.59008,1.60825,1.58166,1.63247,1.62898,1.61327,1.60825,1.59892,1.59467,-1.1296,0.5326,-2.5964,-2.3880,-1.4374,-1.1296,-0.5527,-0.2878,1,0,0,0,0,0,0,0,1.60061,1.61437,-0.013756,-0.003977,-4,0,0,0,0,0.8836,-0.1407,-0.2560,0.0398,0.060,0.222,0.742,0.123,0,0,0,0,0,0,-1,0,0,0,0,0,0,1
