datetime,open,high,low,close,median,MA365,MA182,MA121,MA30,MA14,MA7,MA3,dMed%,d365%,d182%,d121%,d30%,d14%,d7%,d3%,a365,a182,a121,a30,a14,a7,a3,aMed,fastAvg,slowAvg,spread,spreadVel,orderScore,s14_30,s7_30,longBelow,longAbove,cluster%,vel%,acc%,vol%,cluPct,velPct,accPct,volPct,crossMA365,crossMA182,crossMA121,crossMA30,crossMA14,crossMA7,crossMA3,crossMed,MA3_7,MA7_14,MA14_30,MA30_121,MA121_182,MA182_365
2010.01.15 00:00,1.44978,1.45108,1.43365,1.43857,1.44629,1.39805,1.45712,1.47182,1.43921,1.44279,1.44785,1.44629,-0.5338,2.8982,-1.2732,-2.2592,-0.0444,-0.2922,-0.6412,-0.5338,1,0,0,0,0,0,0,0,1.44564,1.44233,0.003312,-0.001290,2,1,1,0,0,0.9556,0.1682,0.2138,0.0705,0.004,0.234,0.722,0.635,0,0,0,-1,-1,-1,0,-1,0,1,1,0,1,1
2010.01.18 00:00,1.43480,1.43995,1.43348,1.43872,1.44255,1.39848,1.45731,1.47151,1.43853,1.44255,1.44536,1.44236,-0.2653,2.8771,-1.2758,-2.2281,0.0132,-0.2653,-0.4593,-0.2521,1,0,0,1,0,0,0,0,1.44342,1.44243,0.000986,-0.002326,2,1,1,0,0,0.9389,0.1127,0.0192,0.0710,0.004,0.135,0.143,0.643,0,0,0,1,0,0,0,0,0,1,1,0,1,1
2010.01.19 00:00,1.43881,1.44131,1.42527,1.42869,1.44126,1.39896,1.45746,1.47102,1.43742,1.44179,1.44126,1.43533,-0.8719,2.1253,-1.9737,-2.8777,-0.6077,-0.9087,-0.8719,-0.4624,1,0,0,0,0,0,0,0,1.43946,1.44248,-0.003020,-0.004007,0,1,1,0,0,0.9769,-0.0743,-0.0978,0.0700,0.024,0.099,0.508,0.627,0,0,0,-1,0,0,0,0,0,0,1,0,1,1
2010.01.20 00:00,1.42869,1.42890,1.40818,1.41062,1.43632,1.39944,1.45736,1.47029,1.43632,1.43886,1.43328,1.42601,-1.7892,0.7989,-3.2074,-4.0584,-1.7892,-1.9624,-1.5807,-1.0792,1,0,0,0,0,0,0,0,1.43271,1.44236,-0.009650,-0.006630,0,1,0,0,0,1.0720,-0.1285,-0.1248,0.0678,0.040,0.163,0.611,0.599,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2010.01.21 00:00,1.41062,1.41415,1.40285,1.40837,1.43517,1.39983,1.45726,1.46957,1.43517,1.43665,1.42499,1.41589,-1.8677,0.6099,-3.3552,-4.1644,-1.8677,-1.9686,-1.1666,-0.5313,1,0,0,0,0,0,0,0,1.42585,1.44222,-0.016375,-0.006725,0,1,0,0,0,1.2220,-0.3638,-0.1618,0.0631,0.071,0.587,0.663,0.540,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2010.01.22 00:00,1.40833,1.41807,1.40662,1.41363,1.43393,1.40026,1.45721,1.46895,1.43455,1.43393,1.42001,1.41087,-1.4157,0.9545,-2.9907,-3.7658,-1.4582,-1.4157,-0.4490,0.1954,1,0,0,0,0,0,1,0,1.42160,1.44214,-0.020538,-0.004163,-2,0,0,0,0,1.2908,-0.3238,-0.1607,0.0587,0.115,0.504,0.655,0.472,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2010.01.25 00:00,1.41523,1.41938,1.41278,1.41481,1.43029,1.40072,1.45721,1.46821,1.43407,1.43029,1.41522,1.41227,-1.0824,1.0060,-2.9095,-3.6372,-1.3432,-1.0824,-0.0293,0.1799,1,0,0,0,0,0,1,0,1.41926,1.44205,-0.022784,-0.002246,-2,0,0,0,0,1.3112,-0.3099,-0.1665,0.0506,0.139,0.480,0.667,0.325,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2010.01.26 00:00,1.41476,1.41784,1.40422,1.40770,1.42614,1.40105,1.45711,1.46751,1.43293,1.42614,1.41103,1.41205,-1.2931,0.4743,-3.3911,-4.0754,-1.7607,-1.2931,-0.2357,-0.3078,1,0,0,0,0,0,0,0,1.41640,1.44189,-0.025486,-0.002702,0,0,0,0,0,1.3365,-0.3127,-0.1543,0.0373,0.155,0.484,0.643,0.194,0,0,0,0,0,0,-1,0,1,0,0,0,1,1
2010.01.27 00:00,1.40773,1.40963,1.39935,1.40327,1.42142,1.40138,1.45695,1.46679,1.43147,1.42142,1.40956,1.40859,-1.2766,0.1347,-3.6845,-4.3302,-1.9700,-1.2766,-0.4460,-0.3779,1,0,0,0,0,0,0,0,1.41319,1.44171,-0.028518,-0.003031,-2,0,0,0,0,1.3636,-0.3375,-0.0877,0.0264,0.206,0.548,0.456,0.123,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2010.01.28 00:00,1.40332,1.40518,1.39464,1.39609,1.41605,1.40170,1.45679,1.46595,1.42960,1.41605,1.40710,1.40235,-1.4093,-0.3999,-4.1666,-4.7655,-2.3443,-1.4093,-0.7825,-0.4466,0,0,0,0,0,0,0,0,1.40850,1.44148,-0.032978,-0.004460,-2,0,0,0,0,1.4244,-0.3882,-0.0286,0.0262,0.254,0.663,0.202,0.123,-1,0,0,0,0,0,0,0,0,0,0,0,1,1
2010.01.29 00:00,1.39616,1.39870,1.38610,1.38611,1.41080,1.40205,1.45666,1.46509,1.42739,1.41080,1.40160,1.39516,-1.7501,-1.1371,-4.8430,-5.3905,-2.8918,-1.7501,-1.1049,-0.6484,0,0,0,0,0,0,0,0,1.40252,1.44126,-0.038747,-0.005769,-2,0,0,0,0,1.5222,-0.4992,-0.0441,0.0342,0.317,0.794,0.246,0.171,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2010.02.01 00:00,1.38627,1.39376,1.38521,1.39325,1.40625,1.40248,1.45655,1.46434,1.42555,1.40625,1.39728,1.39182,-0.9247,-0.6585,-4.3462,-4.8546,-2.2660,-0.9247,-0.2887,0.1030,0,0,0,0,0,0,1,0,1.39845,1.44113,-0.042674,-0.003927,-2,0,0,0,0,1.5732,-0.5940,-0.0376,0.0367,0.365,0.849,0.234,0.202,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2010.02.02 00:00,1.39329,1.39738,1.38858,1.39671,1.40306,1.40293,1.45633,1.46357,1.42390,1.40306,1.39509,1.39202,-0.4523,-0.4434,-4.0940,-4.5681,-1.9096,-0.4523,0.1164,0.3367,0,0,0,0,0,1,1,0,1.39672,1.44094,-0.044221,-0.001547,-2,0,0,0,0,1.5656,-0.6301,-0.0288,0.0377,0.357,0.873,0.206,0.214,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2010.02.03 00:00,1.39675,1.40255,1.38855,1.38912,1.40327,1.40327,1.45593,1.46282,1.42154,1.40091,1.39226,1.39303,-1.0083,-1.0083,-4.5885,-5.0382,-2.2805,-0.8413,-0.2252,-0.2804,0,0,0,0,0,0,0,0,1.39540,1.44067,-0.045275,-0.001053,0,0,0,0,0,1.5687,-0.6939,-0.0314,0.0406,0.361,0.893,0.218,0.238,0,0,0,0,0,-1,-1,0,1,0,0,0,1,1
2010.02.04 00:00,1.38894,1.39023,1.37149,1.37273,1.40361,1.40361,1.45541,1.46185,1.41865,1.39734,1.38758,1.38619,-2.2003,-2.2003,-5.6809,-6.0961,-3.2370,-1.7613,-1.0705,-0.9708,0,0,0,0,0,0,0,0,1.39037,1.44029,-0.049919,-0.004644,-2,0,0,0,0,1.6773,-0.7661,-0.0620,0.0498,0.464,0.905,0.373,0.345,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2010.02.05 00:00,1.37277,1.37448,1.35854,1.36776,1.40396,1.40396,1.45484,1.46073,1.41537,1.39275,1.38391,1.37654,-2.5783,-2.5783,-5.9858,-6.3647,-3.3637,-1.7946,-1.1673,-0.6376,0,0,0,0,0,0,0,0,1.38440,1.43984,-0.055443,-0.005524,-2,0,0,0,0,1.8085,-0.8420,-0.0334,0.0577,0.556,0.929,0.226,0.504,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2010.02.08 00:00,1.36561,1.37128,1.36210,1.36552,1.40423,1.40423,1.45431,1.45951,1.41242,1.38783,1.37837,1.36867,-2.7570,-2.7570,-6.1051,-6.4396,-3.3205,-1.6073,-0.9321,-0.2302,0,0,0,0,0,0,0,0,1.37829,1.43935,-0.061061,-0.005619,-2,0,0,0,0,1.9469,-0.9214,-0.0690,0.0614,0.631,0.937,0.409,0.563,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2010.02.09 00:00,1.36550,1.38380,1.36488,1.37938,1.40454,1.40454,1.45401,1.45848,1.40962,1.38499,1.37490,1.37089,-1.7915,-1.7915,-5.1326,-5.4235,-2.1456,-0.4053,0.3257,0.6196,0,0,0,0,0,1,1,0,1.37693,1.43901,-0.062083,-0.001021,-2,0,0,0,0,1.9460,-1.0026,-0.0788,0.0626,0.631,0.948,0.440,0.579,0,0,0,0,0,1,1,0,0,0,0,0,1,1
2010.02.10 00:00,1.37942,1.38119,1.36767,1.37337,1.40486,1.40486,1.45369,1.45727,1.40609,1.38200,1.37175,1.37276,-2.2416,-2.2416,-5.5253,-5.7571,-2.3268,-0.6247,0.1180,0.0447,0,0,0,0,0,1,1,0,1.37550,1.43861,-0.063102,-0.001019,0,0,0,0,0,1.9375,-1.0869,-0.1082,0.0677,0.623,0.956,0.567,0.647,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2010.02.11 00:00,1.37336,1.38000,1.35955,1.36885,1.40243,1.40517,1.45334,1.45607,1.40243,1.37928,1.37098,1.37387,-2.3948,-2.5848,-5.8134,-5.9900,-2.3948,-0.7562,-0.1551,-0.3651,0,0,0,0,0,0,0,0,1.37471,1.43819,-0.063485,-0.000383,0,0,0,0,1,1.9400,-0.8888,-0.0258,0.0672,0.627,0.925,0.194,0.639,0,0,0,0,0,-1,-1,0,1,0,0,0,1,1
2010.02.12 00:00,1.36885,1.36943,1.35311,1.36309,1.39846,1.40546,1.45290,1.45475,1.39846,1.37698,1.37004,1.36844,-2.5293,-3.0144,-6.1813,-6.3010,-2.5293,-1.0086,-0.5074,-0.3907,0,0,0,0,0,0,0,0,1.37182,1.43770,-0.065883,-0.002398,-2,0,0,0,1,2.0191,-0.5884,-0.0092,0.0636,0.730,0.821,0.056,0.603,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2010.02.15 00:00,1.36158,1.36322,1.35785,1.35973,1.39437,1.40574,1.45237,1.45331,1.39437,1.37363,1.36888,1.36389,-2.4841,-3.2730,-6.3788,-6.4392,-2.4841,-1.0116,-0.6687,-0.3050,0,0,0,0,0,0,0,0,1.36880,1.43714,-0.068342,-0.002459,-2,0,0,0,1,2.1006,-0.4244,0.0216,0.0634,0.778,0.687,0.159,0.599,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2010.02.16 00:00,1.35981,1.37785,1.35879,1.37587,1.39152,1.40611,1.45203,1.45196,1.39152,1.37154,1.36818,1.36623,-1.1245,-2.1507,-5.2453,-5.2407,-1.1245,0.3156,0.5619,0.7056,0,0,0,0,1,1,1,0,1.36865,1.43670,-0.068051,0.000291,-4,0,0,0,1,2.0959,-0.4469,0.0240,0.0575,0.774,0.722,0.175,0.492,0,0,0,0,1,1,1,0,0,0,0,0,0,1
2010.02.17 00:00,1.37595,1.37881,1.35859,1.35993,1.38794,1.40651,1.45167,1.45043,1.38794,1.36862,1.36549,1.36518,-2.0178,-3.3114,-6.3197,-6.2394,-2.0178,-0.6352,-0.4075,-0.3843,0,0,0,0,0,0,0,0,1.36643,1.43620,-0.069770,-0.001719,-4,0,0,0,1,2.1544,-0.4692,0.0147,0.0553,0.813,0.746,0.095,0.448,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1
2010.02.18 00:00,1.35992,1.36537,1.34835,1.34923,1.38432,1.40687,1.45118,1.44881,1.38432,1.36627,1.36157,1.36168,-2.5351,-4.0969,-7.0253,-6.8730,-2.5351,-1.2474,-0.9063,-0.9141,0,0,0,0,0,0,0,0,1.36317,1.43562,-0.072445,-0.002674,-2,0,0,0,1,2.2428,-0.6861,0.0094,0.0542,0.865,0.865,0.060,0.437,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2010.02.19 00:00,1.34952,1.36174,1.34433,1.36116,1.38208,1.40722,1.45070,1.44725,1.38208,1.36561,1.36118,1.35677,-1.5134,-3.2734,-6.1723,-5.9486,-1.5134,-0.3261,-0.0018,0.3233,0,0,0,0,0,0,1,0,1.36119,1.43506,-0.073868,-0.001424,-4,0,0,0,1,2.2906,-0.6465,0.0194,0.0505,0.873,0.857,0.155,0.357,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2010.02.22 00:00,1.36133,1.36531,1.35745,1.35996,1.37988,1.40752,1.45020,1.44571,1.37988,1.36506,1.36123,1.35678,-1.4433,-3.3792,-6.2229,-5.9314,-1.4433,-0.3734,-0.0933,0.2341,0,0,0,0,0,0,1,0,1.36102,1.43448,-0.073456,0.000413,-4,0,0,0,1,2.2814,-0.5231,0.0199,0.0446,0.869,0.782,0.167,0.282,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010.02.23 00:00,1.35993,1.36913,1.34961,1.35136,1.37705,1.40783,1.44958,1.44399,1.37705,1.36225,1.35633,1.35749,-1.8653,-4.0114,-6.7758,-6.4151,-1.8653,-0.7998,-0.3663,-0.4518,0,0,0,0,0,0,0,0,1.35869,1.43380,-0.075110,-0.001655,-2,0,0,0,1,2.3376,-0.6395,-0.0329,0.0418,0.889,0.849,0.250,0.246,0,0,0,0,0,0,-1,0,1,0,0,0,0,1
2010.02.24 00:00,1.35141,1.36250,1.35020,1.35372,1.37427,1.40809,1.44900,1.44228,1.37427,1.36029,1.35509,1.35501,-1.4952,-3.8614,-6.5753,-6.1404,-1.4952,-0.4830,-0.1008,-0.0954,0,0,0,0,0,0,0,0,1.35680,1.43312,-0.076327,-0.001216,-4,0,0,0,1,2.3803,-0.6089,-0.0451,0.0419,0.909,0.833,0.306,0.250,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010.02.25 00:00,1.35372,1.35702,1.34504,1.35383,1.37182,1.40841,1.44841,1.44059,1.37182,1.35879,1.35601,1.35297,-1.3114,-3.8751,-6.5300,-6.0228,-1.3114,-0.3649,-0.1605,0.0636,0,0,0,0,0,0,1,0,1.35592,1.43247,-0.076549,-0.000223,-4,0,0,0,1,2.3915,-0.5478,0.2535,0.0438,0.925,0.806,0.782,0.274,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2010.02.26 00:00,1.35388,1.36826,1.35300,1.36310,1.36999,1.40875,1.44794,1.43918,1.36999,1.35879,1.35639,1.35688,-0.5032,-3.2407,-5.8594,-5.2860,-0.5032,0.3173,0.4944,0.4582,0,0,0,0,1,1,1,0,1.35736,1.43196,-0.074601,0.001948,-2,0,0,0,1,2.3337,-0.3519,0.2969,0.0499,0.889,0.552,0.825,0.365,0,0,0,0,1,1,0,0,1,0,0,0,0,1
2010.03.01 00:00,1.36222,1.36541,1.34601,1.35677,1.36821,1.40910,1.44734,1.43775,1.36821,1.35849,1.35576,1.35790,-0.8359,-3.7139,-6.2578,-5.6325,-0.8359,-0.1268,0.0748,-0.0832,0,0,0,0,0,1,0,0,1.35738,1.43140,-0.074015,0.000586,-2,0,0,0,1,2.3184,-0.4021,0.1460,0.0550,0.885,0.655,0.655,0.456,0,0,0,0,-1,0,-1,0,1,0,0,0,0,1
2010.03.02 00:00,1.35671,1.36213,1.34349,1.36087,1.36706,1.40951,1.44681,1.43648,1.36706,1.35699,1.35766,1.36025,-0.4528,-3.4508,-5.9398,-5.2635,-0.4528,0.2857,0.2366,0.0458,0,0,0,0,1,1,1,0,1.35830,1.43093,-0.072633,0.001383,0,0,0,0,1,2.2770,-0.1913,0.2935,0.0635,0.869,0.274,0.817,0.607,0,0,0,0,1,0,1,0,1,1,0,0,0,1
2010.03.03 00:00,1.36092,1.37351,1.35921,1.36940,1.36598,1.40995,1.44632,1.43516,1.36598,1.35794,1.36079,1.36235,0.2507,-2.8762,-5.3182,-4.5823,0.2507,0.8439,0.6324,0.5177,0,0,0,1,1,1,1,1,1.36036,1.43048,-0.070118,0.002515,0,0,0,0,1,2.1999,-0.1728,0.3872,0.0687,0.845,0.258,0.873,0.687,0,0,0,1,0,0,0,1,1,1,0,0,0,1
2010.03.04 00:00,1.36950,1.37117,1.35511,1.35793,1.36421,1.41031,1.44583,1.43385,1.36421,1.35881,1.36161,1.36273,-0.4605,-3.7143,-6.0793,-5.2951,-0.4605,-0.0648,-0.2706,-0.3525,0,0,0,0,0,0,0,0,1.36105,1.43000,-0.068945,0.001173,0,0,0,0,1,2.1659,0.0016,0.3538,0.0645,0.821,0.004,0.857,0.611,0,0,0,-1,-1,-1,-1,-1,1,1,0,0,0,1
2010.03.05 00:00,1.35793,1.36297,1.35300,1.36198,1.36310,1.41073,1.44533,1.43253,1.36298,1.35889,1.36139,1.36310,-0.0824,-3.4556,-5.7671,-4.9248,-0.0733,0.2272,0.0433,-0.0824,0,0,0,0,1,1,0,0,1.36113,1.42953,-0.068402,0.000543,0,0,0,0,1,2.1519,0.0076,0.3666,0.0590,0.813,0.008,0.861,0.532,0,0,0,0,1,1,0,0,1,1,0,0,0,1
2010.03.08 00:00,1.36307,1.37038,1.36056,1.36267,1.36257,1.41111,1.44485,1.43128,1.36252,1.35916,1.36257,1.36086,0.0073,-3.4325,-5.6877,-4.7934,0.0109,0.2580,0.0073,0.1330,0,0,0,1,1,1,1,1,1.36086,1.42908,-0.068213,0.000189,-2,0,1,0,1,2.1460,0.0493,0.1359,0.0668,0.810,0.075,0.639,0.651,0,0,0,1,0,0,1,1,0,1,0,0,0,1
2010.03.09 00:00,1.36266,1.36347,1.35370,1.36013,1.36242,1.41150,1.44432,1.42981,1.36217,1.36004,1.36242,1.36159,-0.1682,-3.6391,-5.8287,-4.8734,-0.1501,0.0066,-0.1682,-0.1075,0,0,0,0,1,0,0,0,1.36135,1.42854,-0.067189,0.001024,-2,0,1,0,1,2.1161,0.0990,0.0585,0.0670,0.790,0.143,0.369,0.655,0,0,0,-1,0,-1,-1,-1,0,1,0,0,0,1
2010.03.10 00:00,1.36013,1.36793,1.35440,1.36548,1.36276,1.41186,1.44379,1.42841,1.36217,1.36122,1.36164,1.36276,0.1996,-3.2852,-5.4239,-4.4058,0.2428,0.3132,0.2822,0.1996,0,0,0,1,1,1,1,1,1.36187,1.42802,-0.066150,0.001038,0,0,0,0,1,2.0865,0.0303,0.0104,0.0652,0.774,0.036,0.075,0.619,0,0,0,1,0,1,1,1,1,1,0,0,0,1
2010.03.11 00:00,1.36548,1.36864,1.36206,1.36765,1.36442,1.41219,1.44316,1.42707,1.36164,1.36260,1.36358,1.36442,0.2367,-3.1542,-5.2324,-4.1636,0.4414,0.3708,0.2983,0.2367,0,0,0,1,1,1,1,1,1.36353,1.42747,-0.063941,0.002210,2,1,1,0,1,2.0375,0.1238,-0.0031,0.0666,0.750,0.171,0.016,0.655,0,0,0,0,0,0,0,0,1,1,1,0,0,1
2010.03.12 00:00,1.36770,1.37954,1.36693,1.37678,1.36997,1.41253,1.44255,1.42566,1.36179,1.36397,1.36654,1.36997,0.4971,-2.5311,-4.5592,-3.4283,1.1004,0.9395,0.7492,0.4971,0,0,0,1,1,1,1,1,1.36683,1.42691,-0.060087,0.003854,2,1,1,0,1,1.9650,0.1278,0.0115,0.0716,0.663,0.179,0.091,0.738,0,0,0,0,0,0,0,0,1,1,1,0,0,1
2010.03.15 00:00,1.37612,1.37746,1.36423,1.36724,1.37056,1.41282,1.44185,1.42415,1.36172,1.36501,1.36746,1.37056,-0.2420,-3.2262,-5.1747,-3.9960,0.4052,0.1631,-0.0158,-0.2420,0,0,0,1,1,0,0,0,1.36768,1.42627,-0.058598,0.001489,2,1,1,0,1,1.9244,0.1215,-0.0205,0.0676,0.619,0.163,0.183,0.679,0,0,0,0,0,-1,-1,-1,1,1,1,0,0,1
2010.03.16 00:00,1.36731,1.37825,1.36566,1.37627,1.37343,1.41313,1.44123,1.42274,1.36232,1.36655,1.37068,1.37343,0.2068,-2.6081,-4.5073,-3.2665,1.0239,0.7111,0.4075,0.2068,0,0,0,1,1,1,1,1,1.37022,1.42570,-0.055478,0.003120,2,1,1,0,1,1.8467,0.1155,0.2554,0.0654,0.587,0.155,0.802,0.627,0,0,0,0,0,1,1,1,1,1,1,0,0,1
2010.03.17 00:00,1.37642,1.38171,1.37261,1.37353,1.37235,1.41340,1.44054,1.42147,1.36295,1.36697,1.37229,1.37235,0.0862,-2.8205,-4.6520,-3.3726,0.7764,0.4802,0.0901,0.0862,0,0,0,1,1,1,1,1,1.37054,1.42514,-0.054601,0.000877,2,1,1,0,1,1.8030,0.1086,0.1822,0.0607,0.556,0.151,0.726,0.556,0,0,0,0,0,0,0,0,1,1,1,0,0,1
2010.03.18 00:00,1.37342,1.37402,1.35862,1.36072,1.37091,1.41344,1.43973,1.41998,1.36226,1.36724,1.37091,1.37017,-0.7432,-3.7299,-5.4881,-4.1735,-0.1130,-0.4772,-0.7432,-0.6899,0,0,0,0,0,0,0,0,1.36944,1.42439,-0.054943,-0.000342,0,1,1,0,1,1.8078,0.0883,0.0632,0.0571,0.560,0.135,0.401,0.484,0,0,0,-1,-1,-1,-1,-1,0,1,1,0,0,1
2010.03.19 00:00,1.36075,1.36263,1.35029,1.35301,1.36635,1.41339,1.43883,1.41833,1.36194,1.36635,1.36615,1.36242,-0.9762,-4.2721,-5.9644,-4.6052,-0.6560,-0.9762,-0.9621,-0.6907,0,0,0,0,0,0,0,0,1.36497,1.42352,-0.058542,-0.003598,-2,1,1,0,1,1.8823,-0.0284,-0.0669,0.0509,0.615,0.036,0.429,0.385,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2010.03.22 00:00,1.35174,1.35676,1.34629,1.35578,1.36566,1.41338,1.43792,1.41683,1.36224,1.36566,1.36386,1.35650,-0.7234,-4.0755,-5.7121,-4.3087,-0.4744,-0.7234,-0.5926,-0.0533,0,0,0,0,0,0,0,0,1.36201,1.42271,-0.060700,-0.002159,-2,1,1,0,1,1.9406,-0.2628,-0.0816,0.0506,0.643,0.409,0.480,0.377,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2010.03.23 00:00,1.35574,1.35687,1.34755,1.34920,1.36457,1.41333,1.43698,1.41514,1.36170,1.36457,1.35845,1.35266,-1.1261,-4.5377,-6.1085,-4.6595,-0.9179,-1.1261,-0.6808,-0.2560,0,0,0,0,0,0,0,0,1.35856,1.42182,-0.063257,-0.002557,-2,1,0,0,1,2.0168,-0.2951,-0.1008,0.0484,0.742,0.456,0.567,0.337,0,0,0,0,0,0,0,0,0,0,1,0,0,1
